Date,Price
2023-07-17,378.97
2023-07-24,376.92
2023-07-31,375.61
2023-08-07,367.45
2023-08-14,360.1
2023-08-21,363.15
2023-08-28,369.99
2023-09-04,371.67
2023-09-11,371.5
2023-09-18,362.19
2023-09-25,355.22
2023-10-02,357.65
2023-10-09,365.27
2023-10-16,360.46
2023-10-23,349.23
2023-10-30,355.8
2023-11-06,370.71
2023-11-13,379.43
2023-11-20,387.45
2023-11-27,387.87
2023-12-04,385.54
2023-12-11,396.87
2023-12-18,404.48
2023-12-25,408.84
2024-01-01,399.55
2024-01-08,403.37
2024-01-15,410.93
2024-01-22,423.97
2024-01-29,422.28
2024-02-05,430.17
2024-02-12,430.98
2024-02-19,429.86
2024-02-26,439.16
2024-03-04,439.86
2024-03-11,437.11
2024-03-18,440.05
2024-03-25,443.87
2024-04-01,440.62
2024-04-08,440.6
2024-04-15,426.93
2024-04-22,422.57
2024-04-29,427.87
2024-05-06,439.72
2024-05-13,447.46
2024-05-20,455.46
2024-05-27,450.68
2024-06-03,456.1
2024-06-10,469.65
2024-06-17,481.73
2024-06-24,479.75
2024-07-01,486.43
2024-07-08,497.12
2024-07-15,487.48
2024-07-22,470.03
2024-07-29,460.01
2024-08-05,437.76
2024-08-12,456.83
