Date,Price
2019-01-07,233.91
2019-01-14,239.65
2019-01-21,241.47
2019-01-28,244.04
2019-02-04,247.84
2019-02-11,250.66
2019-02-18,254.45
2019-02-25,255.86
2019-03-04,253.8
2019-03-11,255.32
2019-03-18,259.55
2019-03-25,257.76
2019-04-01,263.53
2019-04-08,265.44
2019-04-15,266.78
2019-04-22,267.92
2019-04-29,268.8
2019-05-06,264.72
2019-05-13,261.75
2019-05-20,260.99
2019-05-27,257.26
2019-06-03,258.43
2019-06-10,266.38
2019-06-17,269.26
2019-06-24,270.32
2019-07-01,274.11
2019-07-08,275.53
2019-07-15,276.28
2019-07-22,276.94
2019-07-29,274.0
2019-08-05,265.88
2019-08-12,266.44
2019-08-19,266.84
2019-08-26,267.8
2019-09-02,271.78
2019-09-09,276.55
2019-09-16,277.3
2019-09-23,275.56
2019-09-30,270.8
2019-10-07,272.63
2019-10-14,276.61
2019-10-21,278.88
2019-10-28,282.24
2019-11-04,285.85
2019-11-11,287.43
2019-11-18,288.66
2019-11-25,291.31
2019-12-02,288.98
2019-12-09,293.18
2019-12-16,296.77
2019-12-23,300.78
2019-12-30,300.94
2020-01-06,302.24
2020-01-13,307.04
2020-01-20,308.07
2020-01-27,302.96
2020-02-03,306.71
2020-02-10,312.27
2020-02-17,313.36
2020-02-24,288.84
2020-03-02,281.83
2020-03-09,250.16
2020-03-16,226.24
2020-03-23,225.76
2020-03-30,238.04
2020-04-06,248.43
2020-04-13,262.2
2020-04-20,262.25
2020-04-27,270.5
2020-05-04,268.47
2020-05-11,266.2
2020-05-18,276.8
2020-05-25,282.65
2020-06-01,292.99
2020-06-08,291.9
2020-06-15,287.39
2020-06-22,289.38
2020-06-29,289.71
2020-07-06,296.28
2020-07-13,299.33
2020-07-20,304.72
2020-07-27,304.62
2020-08-03,312.33
2020-08-10,315.95
2020-08-17,318.14
2020-08-24,325.32
2020-08-31,326.94
2020-09-07,317.53
2020-09-14,316.3
2020-09-21,308.08
2020-09-28,317.04
2020-10-05,322.62
2020-10-12,329.92
2020-10-19,326.53
2020-10-26,314.98
2020-11-02,321.54
2020-11-09,338.32
2020-11-16,339.28
2020-11-23,340.29
2020-11-30,345.0
2020-12-07,347.51
2020-12-14,348.75
2020-12-21,351.93
2020-12-28,354.3
2021-01-04,354.69
2021-01-11,358.74
2021-01-18,362.01
2021-01-25,358.4
2021-02-01,360.65
2021-02-08,370.89
2021-02-15,371.61
2021-02-22,366.17
2021-03-01,362.53
2021-03-08,369.31
2021-03-15,373.21
2021-03-22,372.07
2021-03-29,378.35
2021-04-05,388.63
2021-04-12,394.86
2021-04-19,395.21
2021-04-26,399.11
2021-05-03,397.9
2021-05-10,394.2
2021-05-17,392.67
2021-05-24,399.73
2021-05-31,400.15
2021-06-07,402.89
2021-06-14,400.6
2021-06-21,403.28
2021-06-28,411.4
2021-07-05,413.01
2021-07-12,415.63
2021-07-19,412.49
2021-07-26,419.92
2021-08-02,420.51
2021-08-09,424.44
2021-08-16,422.52
2021-08-23,427.71
2021-08-30,432.82
2021-09-06,429.64
2021-09-13,425.73
2021-09-20,419.32
2021-09-27,418.14
2021-10-04,416.58
2021-10-11,421.27
2021-10-18,430.93
2021-10-25,437.65
2021-11-01,445.77
2021-11-08,447.41
2021-11-15,449.76
2021-11-22,446.95
2021-11-29,439.35
2021-12-06,443.66
2021-12-13,446.76
2021-12-20,444.67
2021-12-27,458.0
2022-01-03,454.93
2022-01-10,447.79
2022-01-17,432.43
2022-01-24,416.49
2022-01-31,432.44
2022-02-07,431.91
2022-02-14,423.75
2022-02-21,408.63
2022-02-28,418.13
2022-03-07,408.11
2022-03-14,414.49
2022-03-21,431.72
2022-03-28,440.2
2022-04-04,435.41
2022-04-11,426.28
2022-04-18,422.92
2022-04-25,406.21
2022-05-02,403.23
2022-05-09,382.4
2022-05-16,381.21
2022-05-23,387.6
2022-05-30,398.25
2022-06-06,389.55
2022-06-13,360.42
2022-06-20,368.87
2022-06-27,371.51
2022-07-04,370.45
2022-07-11,367.72
2022-07-18,378.85
2022-07-25,389.59
2022-08-01,399.06
2022-08-08,406.3
2022-08-15,413.83
2022-08-22,400.38
2022-08-29,386.14
2022-09-05,386.17
2022-09-12,385.16
2022-09-19,366.65
2022-09-26,355.31
2022-10-03,359.86
2022-10-10,349.97
2022-10-17,356.97
2022-10-24,371.53
2022-10-31,369.85
2022-11-07,376.57
2022-11-14,386.06
2022-11-21,387.59
2022-11-28,391.35
2022-12-05,388.07
2022-12-12,385.61
2022-12-19,373.02
2022-12-26,372.33
2023-01-02,375.42
2023-01-09,384.37
2023-01-16,385.41
2023-01-23,392.37
2023-01-30,400.63
2023-02-06,402.05
2023-02-13,400.88
2023-02-20,390.45
2023-02-27,389.95
2023-03-06,387.5
2023-03-13,380.33
2023-03-20,389.04
2023-03-27,394.69
2023-04-03,401.67
2023-04-10,403.37
2023-04-17,405.74
2023-04-24,402.71
2023-05-01,403.52
2023-05-08,404.52
2023-05-15,408.23
2023-05-22,408.08
2023-05-29,415.11
2023-06-05,421.42
2023-06-12,429.41
2023-06-19,429.41
2023-06-26,431.71
2023-07-03,434.49
2023-07-10,438.34
2023-07-17,446.51
2023-07-24,449.21
2023-07-31,445.98
2023-08-07,441.35
2023-08-14,434.48
2023-08-21,434.04
2023-08-28,440.66
2023-09-04,440.74
2023-09-11,440.83
2023-09-18,432.97
2023-09-25,422.87
2023-10-02,421.26
2023-10-09,427.72
2023-10-16,425.18
2023-10-23,412.71
2023-10-30,419.88
2023-11-06,432.66
2023-11-13,440.33
2023-11-20,448.77
2023-11-27,451.79
2023-12-04,452.81
2023-12-11,461.79
2023-12-18,468.89
2023-12-25,472.43
2024-01-01,467.09
2024-01-08,470.47
2024-01-15,473.29
2024-01-22,482.89
2024-01-29,486.37
2024-02-05,492.81
2024-02-12,493.98
2024-02-19,498.68
2024-02-26,505.81
2024-03-04,508.34
2024-03-11,509.52
2024-03-18,515.95
2024-03-25,519.83
2024-04-01,516.9
2024-04-08,513.26
2024-04-15,502.96
2024-04-22,501.04
2024-04-29,504.42
2024-05-06,516.3
2024-05-13,523.94
2024-05-20,527.19
2024-05-27,522.75
2024-06-03,528.04
2024-06-10,536.35
2024-06-17,544.11
2024-06-24,546.36
2024-07-01,548.79
2024-07-08,558.93
2024-07-15,556.53
2024-07-22,547.1
2024-07-29,541.73
2024-08-05,522.39
2024-08-12,537.96
